NAME,RANK (2014),RANK (2013),CEO,WEBSITE,STREETADD,PLACE,ZIP,STATE,X,Y
"Werner Enterprises, Inc.",963,937,Gregory L. Werner,www.werner.com,14507 Frontier Rd.,Omaha,68138,NE,-96.14322584,41.15784386
IDEX Corporation,964,958,Andrew K. Silvernail,www.idexcorp.com,1925 W. Field Court,Lake Forest,60045,IL,-87.89190626,42.24251713
"Tesla Motors, Inc.",965,0,Elon Musk,www.teslamotors.com,3500 Deer Creek Rd.,Palo Alto,94304,CA,-122.1505993,37.39428902
NLV Financial Corporation,966,0,Mehran Assadi,www.nationallifegroup.com,1 National Life Dr.,Montpelier,5604,VT,-72.5845304,44.25611305
"SunEdison, Inc.",967,803,Ahmad R. Chatila,www.sunedison.com,501 Pearl Dr.,St. Peters,63376,MO,-90.65448891,38.81541386
Rexnord Corporation,968,951,Todd A. Adams,www.rexnord.com,4701 W. Greenfield Ave.,Milwaukee,53214,WI,-87.97400602,43.01445291
"Sirva, Inc.",969,0,Wes W. Lucas,www.sirva.com,One Parkview Plaza,Oakbrook Terrace,60181,IL,-87.95876792,41.84675366
Amica Mutual Insurance Co.,970,977,Robert A. DiMuccio,www.amica.com,100 Amica Way,Lincoln,2865,RI,-71.46880771,41.939194
Cimarex Energy Co.,971,0,Thomas E. Jorden,www.cimarex.com,1700 Lincoln St.,Denver,80203,CO,-104.9853065,39.74366717
PAREXEL International Corporation,972,0,Josef H. von Rickenbach,www.parexel.com,195 West St.,Waltham,2451,MA,-71.27297978,42.39239275
"SandRidge Energy, Inc.",973,764,James D. Bennett,www.sandridgeenergy.com,123 Robert S. Kerr Ave.,Oklahoma City,73102,OK,-97.51478581,35.47041632
Public Storage,974,996,Ronald L. Havner Jr.,www.publicstorage.com,701 Western Ave.,Glendale,91201,CA,-118.2954018,34.16666323
American Capital Agency Corp.,975,0,Malon Wilkus,www.agnc.com,2 Bethesda Metro Center,Bethesda,20814,MD,-77.0956781,38.9837861
"Ferrellgas Partners, L.P.",976,850,Stephen L. Wambold,www.ferrellgas.com,7500 College Blvd.,Overland Park,66210,KS,-94.67343595,38.92931595
Esterline Technologies Corporation,977,949,Curtis C. Reusser,www.esterline.com,500 108th Ave. N.E.,Bellevue,98004,WA,-122.1957481,47.61497874
DeVry Education Group Inc.,978,918,Daniel M. Hamburger,www.devryinc.com,3005 Highland Pkwy.,Downers Grove,60515,IL,-88.00760903,41.83327058
"Synopsys, Inc.",979,0,"Aart J. de Geus, Chi-Foon Chan",www.synopsys.com,700 E. Middlefield Rd.,Mountain View,94043,CA,-122.0479543,37.39167476
E*Trade Financial Corporation,980,883,Paul T. Idzik,www.etrade.com,1271 Ave. of the Americas,New York,10020,NY,-73.98076065,40.76044036
Emeritus Corporation,981,0,Granger Cobb,www.emeritus.com,3131 Elliott Ave.,Seattle,98121,WA,-122.3577416,47.61769473
"Valhi, Inc.",982,874,Steven L. Watson,www.valhi.net,5430 L.B.J. Freeway,Dallas,75240,TX,-97.47932632,32.758414
Southwest Gas Corporation,983,965,Jeffrey W. Shaw,www.swgas.com,5241 Spring Mountain Rd.,Las Vegas,89150,NV,-115.2142827,36.12540164
"Itron, Inc.",984,887,Philip C. Mezey,www.itron.com,2111 N. Molter Rd.,Liberty Lake,99019,WA,-117.0911893,47.6749291
"Michael Foods Group, Inc",985,989,James E. Dwyer Jr.,www.michaelfoods.com,301 Carlson Pkwy.,Minnetonka,55305,MN,-93.46607119,44.97647255
"Crosstex Energy, Inc.",986,0,Barry E. Davis,www.enlink.com,2501 Cedar Springs,Dallas,75201,TX,-96.80593334,32.79875449
Primoris Services Corporation,987,0,Brian Pratt,www.prim.com,2100 McKinney Ave.,Dallas,75201,TX,-96.80239662,32.7916531
Standard Pacific Corp.,988,0,Scott D. Stowell,www.standardpacifichomes.,15360 Barranca Pkwy.,Irvine,92618,CA,-117.7416259,33.66034907
"Fred's, Inc.",989,957,Bruce A. Efird,www.fredsinc.com,4300 New Getwell Rd.,Memphis,38118,TN,-89.93326551,35.03197814
EP Energy Corporation,990,0,Brent J. Smolik,www.epenergy.com,1001 Louisiana St.,Houston,77002,TX,-95.36742101,29.75795914
"Woodward, Inc.",991,985,Thomas A. Gendron,www.woodward.com,1000 E. Drake Rd.,Fort Collins,80525,CO,-105.0606181,40.55418248
Lehigh Gas Partners LP,992,978,Joseph V. Topper Jr.,www.lehighgaspartners.com,702 W. Hamilton St.,Allentown,18101,PA,-75.47187697,40.6021633
"Waste Connections, Inc.",993,0,Ronald J. Mittelstaedt,www.wasteconnections.com,3 Waterway Square Place,The Woodlands,77380,TX,-95.45607305,30.16074971
Stewart Information Services Corporation,994,973,Matthew W. Morris,www.stewart.com,1980 Post Oak Blvd.,Houston,77056,TX,-95.46159258,29.74634229
"New York Community Bancorp, Inc.",995,920,Joseph R. Ficalora,www.mynycb.com,615 Merrick Ave.,Westbury,11590,NY,-73.58445238,40.73880873
"Allison Transmission Holdings, Inc.",996,903,Lawrence E. Dewey,www.allisontransmission.c,1 Allison Way,Indianaoplis,46222,IN,-86.2371687,39.78047308
TransDigm Group Incorporated,997,0,W. Nicholas Howley,www.transdigm.com,1301 E. Ninth St.,Cleveland,44114,OH,-81.68950104,41.50484175
Waters Corporation,998,991,Douglas A. Berthiaume,www.waters.com,34 Maple St.,Milford,1757,MA,-71.48316412,42.13755366
"Selective Insurance Group, Inc.",999,0,Gregory E. Murphy,www.selective.com,40 Wantage Ave.,Branchville,7890,NJ,-74.74767656,41.15013236
"Magellan Midstream Partners, L.P.",1000,0,Michael N. Mears,www.magellanlp.com,1 Williams Center,Tulsa,74172,OK,-95.99065537,36.1551734
